ds,actual_price,actual_volatility,naive_vol_pred,xgb_vol_pred,np_vol_pred,tft_vol_pred,hybrid_vol_pred,naive_price_pred,xgb_price_pred,np_price_pred,tft_price_pred,hybrid_price_pred
2023-09-21,19.46,0.011241814866248296,0.0,0.013476324,0.0020901193,0.007954124361276627,0.016478732077029677,19.68,19.794592,18.27388,19.651878356933594,19.644652396574678
2023-09-22,19.43,0.0015428133685103705,0.0,0.010285029,0.0036832804,0.008209653198719025,0.016535094794836877,19.46,19.363918,18.159153,19.469228744506836,19.420535477361582
2023-09-25,18.29,0.06046380098657447,0.0,0.011848034,0.0016057829,0.0074020856991410255,0.016586280944104484,19.43,19.420757,18.23079,19.421142578125,19.39941994989929
2023-09-26,18.6,0.016807118316381407,0.0,0.027833926,0.004478025,0.01109261903911829,0.023077956689798788,18.29,18.188286,18.244656,18.742238998413086,18.302945690536546
2023-09-27,19.03,0.022855100588902628,0.0,0.018104257,0.0027718407,0.01071279589086771,0.022125223047270083,18.6,18.474766,18.282333,18.604331970214844,18.54616676126099
2023-09-28,18.94,0.0047405935501259305,0.0,0.014149177,0.002255605,0.011422675102949142,0.020956782289451876,19.03,18.90216,18.262299,18.95848846435547,18.95549732354594
2023-09-29,18.45,0.02621171727139615,0.0,0.010570971,0.009111547,0.011086164973676205,0.021130901181939856,18.94,19.036654,18.40422,18.91158676147461,18.90535970273916
2023-10-02,18.39,0.003257331870306399,0.0,0.038920388,0.0031020935,0.011660153046250343,0.021992888584885247,18.45,18.354683,18.312502,18.48431968688965,18.404841489899923
2023-10-03,17.86,0.02924346316787674,0.0,0.020650204,0.008348024,0.010857786983251572,0.020653072003425352,18.39,18.416136,18.05508,18.33510398864746,18.34054073349553
2023-10-04,17.74,0.006741598566919625,0.0,0.018366735,0.0059302375,0.01216457411646843,0.021893549652662256,17.86,17.71127,18.14037,17.958723068237305,17.862262214524165
2023-10-05,17.25,0.02800983340406463,0.0,0.02127272,0.012081551,0.012091987766325474,0.020578270086786428,17.74,17.652721,18.123804,17.724721908569336,17.68605667049802
2023-10-06,17.62,0.021222477030664842,0.0,0.02440094,0.009461216,0.012586383149027824,0.021633833434581223,17.25,17.30569,18.18377,17.3406982421875,17.23022124375788
2023-10-09,17.9,0.01576609233867581,0.0,0.018066045,0.01326214,0.012772771529853344,0.020843600018560633,17.62,17.575716,18.193161,17.407718658447266,17.545734174007947
2023-10-10,17.99,0.005015335115732335,0.0,0.014938652,0.0076089436,0.012837247923016548,0.019929127678785664,17.9,17.781366,18.666168,17.762353897094727,17.810639631091355
2023-10-11,18.11,0.006648223932880255,0.0,0.012502828,0.007633734,0.012326017953455448,0.01935145773365146,17.99,17.831526,19.110897,17.944507598876953,17.906091233662345
2023-10-12,18.17,0.0033076105127580356,0.0,0.018520724,0.011507333,0.011562133207917213,0.018694143044401288,18.11,17.929531,18.984282,18.11007308959961,18.01030563366109
2023-10-13,17.99,0.009955834445638266,0.0,0.012854919,0.020827183,0.010057417675852776,0.017668963202414074,18.17,18.177538,19.168491,18.190017700195312,18.081163112184747
2023-10-16,17.68,0.017381990752944297,0.0,0.013247194,0.032939848,0.009674422442913055,0.017544813784793167,17.99,17.830566,19.448053,18.01113510131836,17.91032745669181
2023-10-17,17.56,0.006810469002526863,0.0,0.014550403,0.0077828113,0.009375492110848427,0.018094218184386397,17.68,17.634935,19.850159,17.680797576904297,17.61667830189105
2023-10-18,17.4,0.009153381986487248,0.0,0.019547867,0.017600399,0.009544510394334793,0.017655415629098753,17.56,17.715454,20.079838,17.528047561645508,17.492207322745195
2023-10-19,17.56,0.009153381986487201,0.0,0.016713021,0.0131417485,0.009300241246819496,0.017414695319264074,17.4,17.217386,20.216942,17.355445861816406,17.340902911406914
